sms_id,text,label
sms10333,Maybe i could get book out tomo then return it immediately ..? Or something.,ham
sms10334,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,spam
sms10335,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham
sms10336,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam
sms10337,"Ta-Daaaaa! I am home babe, are you still up ?",ham
sms10338,Cool. So how come you havent been wined and dined before?,ham
sms10339,Just sleeping..and surfing,ham
sms10340,"Sorry, I'll call later",ham
sms10341,U calling me right? Call my hand phone...,ham
sms10342,Ok that's great thanx a lot.,ham
sms10343,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham
sms10344,Where u been hiding stranger?,ham
sms10345,Am not interested to do like that.,ham
sms10346,My sister cleared two round in birla soft yesterday.,ham
sms10347,Gudnite....tc...practice going on,ham
sms10348,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,ham
sms10349,One small prestige problem now.,ham
sms10350,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
sms10351,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham
sms10352,"Nah can't help you there, I've never had an iphone",ham
sms10353,If you're not in my car in an hour and a half I'm going apeshit,ham
sms10354,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
sms10355,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham
sms10356,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ham
sms10357,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
sms10358,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
sms10359,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
sms10360,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",ham
sms10361,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham
sms10362,Ha ha cool cool chikku chikku:-):-DB-),ham
sms10363,Oh ok no prob..,ham
sms10364,Check audrey's status right now,ham
sms10365,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham
sms10366,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
sms10367,Well i know Z will take care of me. So no worries.,ham
sms10368,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
sms10369,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
sms10370,Wat uniform? In where get?,ham
sms10371,"Cool, text me when you're ready",ham
sms10372,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",ham
sms10373,I will spoil you in bed as well :),ham
sms10374,I'm going for bath will msg you next  &lt;#&gt;  min..,ham
sms10375,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
sms10376,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
sms10377,Can you say what happen,ham
sms10378,You could have seen me..i did't recognise you Face.:),ham
sms10379,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
sms10380,Keep my payasam there if rinu brings,ham
sms10381,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
sms10382,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham
sms10383,"Yeah sure, give me a couple minutes to track down my wallet",ham
sms10384,Hey leave it. not a big deal:-) take care.,ham
sms10385,Hey i will be late ah... Meet you at 945+,ham
sms10386,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
sms10387,It took Mr owl 3 licks,ham
sms10388,Customer place i will call you.,ham
sms10389,Mm that time you dont like fun,ham
sms10390,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
sms10391,Yup having my lunch buffet now.. U eat already?,ham
sms10392,Huh so late... Fr dinner?,ham
sms10393,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,ham
sms10394,Morning only i can ok.,ham
sms10395,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
sms10396,Pick you up bout 7.30ish? What time are  and that going?,ham
sms10397,From here after The performance award is calculated every two month.not for current one month period..,ham
sms10398,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
sms10399,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
sms10400,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
sms10401,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
sms10402,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam
sms10403,Dear how is chechi. Did you talk to her,ham
sms10404,The hair cream has not been shipped.,ham
sms10405,None of that's happening til you get here though,ham
sms10406,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
sms10407,"Haha get used to driving to usf man, I know a lot of stoners",ham
sms10408,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham
sms10409,Hello! Good week? Fancy a drink or something later?,ham
sms10410,Headin towards busetop,ham
sms10411,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham
sms10412,Come by our room at some point so we can iron out the plan for this weekend,ham
sms10413,Cos i want it to be your thing,ham
sms10414,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",ham
sms10415,Bring home some Wendy =D,ham
sms10416,100 dating service cal;l 09064012103 box334sk38ch,spam
sms10417,Whatsup there. Dont u want to sleep,ham
sms10418,Alright i have a new goal now,ham
sms10419,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
sms10420,"Alright, I'll head out in a few minutes, text me where to meet you",ham
sms10421,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
sms10422,Yes:)from last week itself i'm taking live call.,ham
sms10423,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
sms10424,Siva is in hostel aha:-.,ham
sms10425,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
sms10426,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham
sms10427,Ok. She'll be ok. I guess,ham
sms10428,aathi..where are you dear..,ham
sms10429,Any pain on urination any thing else?,ham
sms10430,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,ham
sms10431,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
sms10432,At home watching tv lor.,ham
sms10433,Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
sms10434,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
sms10435,Booked ticket for pongal?,ham
sms10436,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
sms10437,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
sms10438,"Ask g or iouri, I've told the story like ten times already",ham
sms10439,How long does applebees fucking take,ham
sms10440,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
sms10441,But i have to. I like to have love and arrange.,ham
sms10442,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham
sms10443,You were supposed to wake ME up &gt;:(,ham
sms10444,Oic... I saw him too but i tot he din c me... I found a group liao...,ham
sms10445,"Sorry, I'll call later",ham
sms10446,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",ham
sms10447,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
sms10448,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham
sms10449,I wont get concentration dear you know you are my mind and everything :-),ham
sms10450,LOL ... Have you made plans for new years?,ham
sms10451,10 min later k...,ham
sms10452,hanks lotsly!,ham
sms10453,Thanks for this hope you had a good day today,ham
sms10454,K:)k:)what are detail you want to transfer?acc no enough?,ham
sms10455,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
sms10456,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
sms10457,Si si. I think ill go make those oreo truffles.,ham
sms10458,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",ham
